spid,pid,name,season,position,position2,position3,ovr,ovr2,ovr3,pay,preferredfoot,weakfootabilitytypecode,height,weight,nation_id,thumb_path
834231478,231478,라우타로,24UCL,st,,,109,0,0,24,1,5,174,72,52,/playersAction/p231478_25.png?rd=202607310550
834231521,231521,E. 팔라시오스,24UCL,cdm,cm,,106,106,0,24,1,4,178,69,52,/playersAction/p231521_25.png?rd=202607310550
834231591,231591,하비 갈란,24UCL,lb,,,108,0,0,25,2,2,172,70,45,/playersAction/p231591_25.png?rd=202607310550
834231612,231612,로맹 델카스티요,24UCL,rw,st,,104,100,0,24,2,3,172,65,18,/playersAction/p231612_25.png?rd=202607310550
834231677,231677,마커스 래시포드,24UCL,lw,,,96,0,0,20,1,3,186,70,14,/playersAction/p231677_25.png?rd=202607310550
834231747,231747,킬리안 음바페,24UCL,st,,,111,0,0,28,1,4,182,75,18,/playersAction/p231747_25.png?rd=202607310550
834231913,231913,F. 아우르스네스,24UCL,cm,cdm,,106,106,0,24,1,3,179,71,36,/playersAction/p231913_25.png?rd=202607310550
834232223,232223,K. 치미카스,24UCL,lb,,,107,0,0,25,2,3,179,77,22,/playersAction/p232223_25.png?rd=202607310550
834232440,232440,카이우 엔히키,24UCL,lb,,,98,0,0,20,2,2,178,70,54,/playersAction/p232440_25.png?rd=202607310540
834232580,232580,가브리엘 마갈량이스,24UCL,cb,,,111,0,0,27,2,2,190,87,54,/playersAction/p232580_25.png?rd=202607310550
834233061,233061,M. 페레이라 라즈,24UCL,lw,cam,,95,94,0,20,1,3,180,69,38,/playersAction/p233061_25.png?rd=202607310550
834233096,233096,덴젤 둠프리스,24UCL,rwb,rm,,114,110,0,27,1,3,188,80,34,/playersAction/p233096_25.png?rd=202607310550
834233419,233419,하피냐,24UCL,lw,rw,cam,115,115,115,28,2,4,176,68,54,/playersAction/p233419_25.png?rd=202607310550
834234236,234236,파트리크 시크,24UCL,st,,,100,0,0,24,2,3,191,87,12,/playersAction/p234236_25.png?rd=202607310550
834234378,234378,데클런 라이스,24UCL,cdm,cm,,113,111,0,26,1,3,185,80,14,/playersAction/p234378_25.png?rd=202607310550
834234396,234396,알폰소 데이비스,24UCL,lb,,,112,0,0,27,2,4,185,77,70,/playersAction/p234396_25.png?rd=202607310550
834234569,234569,플로렌티누,24UCL,cdm,,,104,0,0,23,1,3,184,76,38,/playersAction/p234569_25.png?rd=202607310550
834235073,235073,그레고르 코벨,24UCL,gk,,,106,0,0,23,1,3,195,88,47,/playersAction/p235073_25.png?rd=202607310550
834235149,235149,예르디 스하우턴,24UCL,cdm,,,104,0,0,24,1,3,185,74,34,/playersAction/p235149_25.png?rd=202607310550
834235413,235413,R. 마이에츠키,24UCL,gk,,,100,0,0,19,1,3,193,78,37,/playersAction/p235413_25.png?rd=202607310550
834235663,235663,휘스 틸,24UCL,cam,cm,,101,97,0,22,1,3,186,78,34,/playersAction/p235663_25.png?rd=202607310550
834235755,235755,A. 트러스티,24UCL,cb,,,105,0,0,24,2,3,191,85,95,/playersAction/p235755_25.png?rd=202607310550
834235790,235790,카이 하베르츠,24UCL,st,cam,,110,109,0,27,2,4,193,82,21,/playersAction/p235790_25.png?rd=202607310540
834235840,235840,M. 디 그레고리오,24UCL,gk,,,106,0,0,22,1,3,187,82,27,/playersAction/p235840_25.png?rd=202607310550
834236772,236772,D. 소보슬러이,24UCL,cam,cm,,107,103,0,24,1,4,186,74,23,/playersAction/p236772_25.png?rd=202607310550
834236822,236822,G. 구드문드손,24UCL,lb,lwb,,103,103,0,23,2,3,180,74,46,/playersAction/p236822_25.png?rd=202607310550
834236987,236987,부바카르 카마라,24UCL,cdm,,,104,0,0,24,1,3,184,68,18,/playersAction/p236987_25.png?rd=202607310550
834237086,237086,김민재,24UCL,cb,,,112,0,0,27,1,3,190,81,167,/playersAction/p237086_25.png?rd=202607310550
834237328,237328,네이선 텔러,24UCL,rm,st,,96,92,0,20,1,3,173,68,133,/playersAction/p237328_25.png?rd=202607310550
834237678,237678,이브라히마 코나테,24UCL,cb,,,110,0,0,26,1,3,194,95,18,/playersAction/p237678_25.png?rd=202607310550
834237679,237679,R. 콜로 무아니,24UCL,st,,,95,0,0,19,1,4,187,73,18,/playersAction/p237679_25.png?rd=202607310550
834237692,237692,필 포든,24UCL,cam,rw,,111,111,0,27,2,4,171,69,14,/playersAction/p237692_25.png?rd=202607310540
834237960,237960,마마 발데,24UCL,st,rw,,104,103,0,24,1,3,176,69,119,/playersAction/p237960_25.png?rd=202607310550
834238216,238216,코너 갤러거,24UCL,cm,lm,,103,102,0,23,1,3,182,74,14,/playersAction/p238216_25.png?rd=202607310550
834238744,238744,웨스턴 매케니,24UCL,cm,cdm,,104,104,0,24,1,3,180,86,95,/playersAction/p238744_25.png?rd=202607310550
834238794,238794,비니시우스,24UCL,lw,st,,113,110,0,29,1,4,176,73,54,/playersAction/p238794_25.png?rd=202607310540
834239053,239053,페데리코 발베르데,24UCL,cm,rm,rb,109,107,107,24,1,4,182,78,60,/playersAction/p239053_25.png?rd=202607310550
834239085,239085,엘링 홀란,24UCL,st,,,111,0,0,28,2,4,195,94,36,/playersAction/p239085_25.png?rd=202607310550
834239368,239368,미첼 바커르,24UCL,lb,lw,rw,100,98,98,22,2,2,185,87,34,/players/p239368.png?rd=202607310550
834239380,239380,노아 랑,24UCL,lw,,,106,0,0,25,1,4,179,69,34,/playersAction/p239380_25.png?rd=202607310540
834239763,239763,에돈 제그로바,24UCL,rw,,,109,0,0,26,2,2,181,66,219,/playersAction/p239763_25.png?rd=202607310550
834239807,239807,다비데 프라테시,24UCL,cm,,,103,0,0,21,1,4,178,74,27,/playersAction/p239807_25.png?rd=202607310550
834239818,239818,후벵 디아스,24UCL,cb,,,102,0,0,23,1,4,187,82,38,/playersAction/p239818_25.png?rd=202607310550
834239837,239837,A. 마칼리스테르,24UCL,cm,cdm,,114,113,0,28,1,3,176,72,52,/playersAction/p239837_25.png?rd=202607310550
834239977,239977,니콜라스 퀸,24UCL,rw,,,110,0,0,27,2,4,176,69,21,/playersAction/p239977_25.png?rd=202607310550
834240277,240277,마테오 가비아,24UCL,cb,,,103,0,0,23,1,3,185,78,27,/playersAction/p240277_25.png?rd=202607310550
834240507,240507,에인절 고메스,24UCL,cam,cm,,95,92,0,20,1,4,168,56,14,/playersAction/p240507_25.png?rd=202607310540
834240638,240638,T. 레인더르스,24UCL,cm,cdm,cam,109,105,109,26,1,4,185,73,34,/playersAction/p240638_25.png?rd=202607310540
834240679,240679,퇸 코프메이너르스,24UCL,cam,,,106,0,0,24,2,3,183,77,34,/playersAction/p240679_25.png?rd=202607310540
834240913,240913,케빈 켈레허,24UCL,gk,,,110,0,0,24,1,3,188,81,25,/playersAction/p240913_25.png?rd=202607310540
834240950,240950,페드루 곤살베스,24UCL,lw,,,109,0,0,27,1,4,173,78,38,/playersAction/p240950_25.png?rd=202607310550
834241084,241084,루이스 디아스,24UCL,lw,cf,,111,111,0,26,1,4,180,73,56,/playersAction/p241084_25.png?rd=202607310550
834241461,241461,페란 토레스,24UCL,lw,st,,105,103,0,25,1,4,184,77,45,/playersAction/p241461_25.png?rd=202607310540
834241464,241464,파우 토레스,24UCL,cb,,,105,0,0,24,2,3,191,80,45,/playersAction/p241464_25.png?rd=202607310550
834241486,241486,쥘 쿤데,24UCL,rb,,,112,0,0,27,1,3,180,75,18,/playersAction/p241486_25.png?rd=202607310550
834241496,241496,티머시 웨아,24UCL,rw,st,,99,98,0,22,1,3,182,66,95,/playersAction/p241496_25.png?rd=202607310550
834241651,241651,빅토르 요케레스,24UCL,st,,,112,0,0,28,1,4,189,94,46,/playersAction/p241651_25.png?rd=202607310550
834241721,241721,하파엘 레앙,24UCL,lw,lm,,110,109,0,27,1,4,188,81,38,/playersAction/p241721_25.png?rd=202607310550
834241736,241736,Y. 비세크,24UCL,cb,,,108,0,0,25,1,3,196,87,21,/playersAction/p241736_25.png?rd=202607310540
834241788,241788,메흐디 타레미,24UCL,st,,,109,0,0,26,1,4,187,83,161,/playersAction/p241788_25.png?rd=202607310550
834241850,241850,마테오 레테기,24UCL,st,,,106,0,0,24,1,3,186,86,27,/playersAction/p241850_25.png?rd=202607310550
834242087,242087,H. 모리타,24UCL,cm,,,100,0,0,22,1,5,177,76,163,/playersAction/p242087_25.png?rd=202607310550
834242516,242516,코디 각포,24UCL,lw,,,107,0,0,26,1,4,189,76,34,/playersAction/p242516_25.png?rd=202607310540
834242948,242948,M. 코바르시,24UCL,gk,,,102,0,0,21,1,4,196,89,12,/playersAction/p242948_25.png?rd=202607310550
834243245,243245,오르쿤 쾨크취,24UCL,cm,,,107,0,0,25,1,5,175,72,48,/playersAction/p243245_25.png?rd=202607310550
834243630,243630,조너선 데이비드,24UCL,st,,,110,0,0,26,1,5,175,70,70,/playersAction/p243630_25.png?rd=202607310550
834243631,243631,마디 카마라,24UCL,cm,cam,rm,107,106,105,26,1,3,178,69,18,/playersAction/p243631_25.png?rd=202607310550
834243715,243715,윌리암 살리바,24UCL,cb,,,110,0,0,25,1,3,193,85,18,/playersAction/p243715_25.png?rd=202607310550
834243780,243780,이강인,24UCL,cf,cam,rw,105,105,105,24,2,3,173,66,167,/playersAction/p243780_25.png?rd=202607310540
834243812,243812,호드리구,24UCL,rw,st,,108,103,0,26,1,4,174,64,54,/playersAction/p243812_25.png?rd=202607310550
834244260,244260,다니 올모,24UCL,cam,lw,,109,108,0,25,1,4,179,72,45,/playersAction/p244260_25.png?rd=202607310550
834244480,244480,위고 마뉴티,24UCL,cm,lm,,104,101,0,24,1,3,172,75,18,/playersAction/p244480_25.png?rd=202607310550
834244669,244669,모르텐 휠만,24UCL,cdm,,,106,0,0,24,1,3,185,78,13,/playersAction/p244669_25.png?rd=202607310550
834244778,244778,트린캉,24UCL,rw,,,106,0,0,25,2,3,184,74,38,/playersAction/p244778_25.png?rd=202607310550
834245152,245152,S. 히메네스,24UCL,st,,,106,0,0,25,2,3,183,68,83,/playersAction/p245152_25.png?rd=202607310550
834245235,245235,알렉산더 바,24UCL,rb,,,110,0,0,26,1,4,183,75,13,/players/p245235.png?rd=202607310550
834245630,245630,유수프 포파나,24UCL,cdm,,,106,0,0,24,1,3,181,75,18,/playersAction/p245630_25.png?rd=202607310550
834246104,246104,R. 흐라벤베르흐,24UCL,cdm,,,110,0,0,26,1,4,190,77,34,/playersAction/p246104_25.png?rd=202607310540
834246139,246139,이냐키 페냐,24UCL,gk,,,103,0,0,19,1,3,184,78,45,/playersAction/p246139_25.png?rd=202607310550
834246172,246172,새뮤얼 추쿠에제,24UCL,rw,,,103,0,0,23,2,2,172,70,133,/playersAction/p246172_25.png?rd=202607310550
834246191,246191,훌리안 알바레스,24UCL,st,lw,,111,111,0,28,1,4,170,71,52,/playersAction/p246191_25.png?rd=202607310540
834246321,246321,마에다 다이젠,24UCL,lw,,,104,0,0,24,1,4,173,68,163,/playersAction/p246321_25.png?rd=202607310550
834246420,246420,제레미 도쿠,24UCL,lw,rw,,106,106,0,25,1,4,173,77,7,/playersAction/p246420_25.png?rd=202607310550
834246430,246430,두샨 블라호비치,24UCL,st,,,110,0,0,26,2,4,190,75,51,/playersAction/p246430_25.png?rd=202607310550
834246548,246548,오삼 사라우이,24UCL,lw,cam,,103,102,0,24,1,5,170,65,129,/playersAction/p246548_25.png?rd=202607310550
834246565,246565,B. 디아키테,24UCL,cb,,,103,0,0,24,1,3,185,74,18,/playersAction/p246565_25.png?rd=202607310540
834246669,246669,부카요 사카,24UCL,rw,,,115,0,0,28,2,4,178,65,14,/playersAction/p246669_25.png?rd=202607310540
834246863,246863,펠릭스 은메차,24UCL,cdm,cm,,108,108,0,26,1,3,194,80,21,/playersAction/p246863_25.png?rd=202607310550
834246875,246875,오딜롱 코수누,24UCL,cb,,,108,0,0,26,1,3,191,82,108,/playersAction/p246875_25.png?rd=202607310550
834246923,246923,제이컵 램지,24UCL,lw,,,102,0,0,22,1,4,180,72,14,/playersAction/p246923_25.png?rd=202607310550
834246991,246991,리엄 스케일스,24UCL,cb,,,107,0,0,25,2,2,188,85,25,/playersAction/p246991_25.png?rd=202607310550
834247103,247103,다비드 한츠코,24UCL,cb,lb,,103,102,0,23,2,3,188,82,43,/playersAction/p247103_25.png?rd=202607310550
834247204,247204,에메르송 로얄,24UCL,rb,,,100,0,0,21,1,3,181,78,54,/players/p247204.png?rd=202607310550
834247229,247229,라울 벨라노바,24UCL,rwb,rm,,106,104,0,24,1,3,188,85,27,/playersAction/p247229_25.png?rd=202607310550
834247246,247246,K. 튀람,24UCL,cdm,cm,,103,102,0,24,1,4,192,80,18,/playersAction/p247246_25.png?rd=202607310550
834247263,247263,에드몽 탑소바,24UCL,cb,,,104,0,0,24,1,3,192,84,101,/playersAction/p247263_25.png?rd=202607310550
834247635,247635,크바라츠헬리아,24UCL,lw,,,108,0,0,20,1,5,183,70,20,/playersAction/p247635_25.png?rd=202607310550
834247679,247679,V. 보니페이스,24UCL,st,,,107,0,0,25,1,4,190,91,133,/playersAction/p247679_25.png?rd=202607310550
834247819,247819,N. 슐로터베크,24UCL,cb,,,111,0,0,26,2,3,191,86,21,/playersAction/p247819_25.png?rd=202607310540
834247827,247827,마이클 올리세,24UCL,rw,cam,,113,113,0,27,2,3,184,73,18,/playersAction/p247827_25.png?rd=202607310550
834248465,248465,이안 마트선,24UCL,lb,,,103,0,0,22,2,4,178,57,34,/playersAction/p248465_25.png?rd=202607310550
834250753,250753,A. 트루빈,24UCL,gk,,,108,0,0,22,1,2,199,86,49,/playersAction/p250753_25.png?rd=202607310550
834251470,251470,샤를 드케텔라르,24UCL,cam,cf,,111,111,0,27,2,4,192,79,7,/playersAction/p251470_25.png?rd=202607310550
834251479,251479,M. 더카위퍼,24UCL,lb,,,105,0,0,24,2,4,183,72,7,/playersAction/p251479_25.png?rd=202607310540
834251517,251517,그바르디올,24UCL,lb,cb,,105,105,0,24,2,4,185,80,10,/playersAction/p251517_25.png?rd=202607310550
834251566,251566,가브리엘 마르티넬리,24UCL,lw,,,108,0,0,26,1,4,178,75,54,/playersAction/p251566_25.png?rd=202607310550
834251752,251752,뤼카 슈발리에,24UCL,gk,,,107,0,0,23,1,3,189,78,18,/playersAction/p251752_25.png?rd=202607310540
834251805,251805,위리엔 팀버,24UCL,rb,lb,cb,110,110,110,25,1,3,179,78,34,/playersAction/p251805_25.png?rd=202607310540
834251806,251806,Q. 팀버,24UCL,cm,,,105,0,0,24,1,4,179,71,34,/playersAction/p251806_25.png?rd=202607310550
834251852,251852,카림 아데예미,24UCL,lw,rw,,106,106,0,25,2,4,180,77,21,/playersAction/p251852_25.png?rd=202607310550
834251854,251854,페드리,24UCL,cm,cam,,116,116,0,27,1,5,174,60,45,/playersAction/p251854_25.png?rd=202607310550
834251870,251870,J. 카발,24UCL,lb,,,98,0,0,20,2,3,186,80,56,/playersAction/p251870_25.png?rd=202607310550
834252145,252145,누누 멘데스,24UCL,lb,,,115,0,0,26,2,4,180,70,38,/playersAction/p252145_25.png?rd=202607310550
834252154,252154,M. 카르네세키,24UCL,gk,,,107,0,0,23,1,3,191,83,27,/playersAction/p252154_25.png?rd=202607310550
834252371,252371,주드 벨링엄,24UCL,cam,lm,,111,110,0,26,1,5,186,75,14,/playersAction/p252371_25.png?rd=202607310540
834252802,252802,윌프리드 싱고,24UCL,cb,rb,,108,107,0,25,1,3,190,79,108,/playersAction/p252802_25.png?rd=202607310550
834253072,253072,다르윈 누녜스,24UCL,st,,,103,0,0,23,1,4,187,81,60,/playersAction/p253072_25.png?rd=202607310550
834253109,253109,조이 베이르만,24UCL,cm,cdm,,104,100,0,23,1,4,185,75,34,/playersAction/p253109_25.png?rd=202607310540
834253124,253124,마테우스 누네스,24UCL,cm,lm,,111,110,0,27,1,3,183,76,38,/playersAction/p253124_25.png?rd=202607310550
834253149,253149,제레미 프림퐁,24UCL,rwb,,,104,0,0,23,1,3,172,65,34,/playersAction/p253149_25.png?rd=202607310550
834253177,253177,유누스 무사,24UCL,cm,rm,,99,99,0,21,1,3,178,71,95,/playersAction/p253177_25.png?rd=202607310550
834253396,253396,G. 시메오네,24UCL,rw,lw,st,103,103,101,24,1,3,173,75,52,/playersAction/p253396_25.png?rd=202607310550
834254262,254262,Z. 드바스트,24UCL,cb,,,105,0,0,24,1,4,191,76,7,/playersAction/p254262_25.png?rd=202607310540
834254817,254817,M. 아라우호,24UCL,lm,lwb,lw,104,101,103,24,2,3,177,75,60,/playersAction/p254817_25.png?rd=202607310550
834254840,254840,S. 파블로비치,24UCL,cb,,,99,0,0,21,2,3,194,85,51,/playersAction/p254840_25.png?rd=202607310550
834255223,255223,아민 아들리,24UCL,cf,cam,st,101,100,99,22,2,3,174,72,129,/playersAction/p255223_25.png?rd=202607310550
834255253,255253,비티냐,24UCL,cm,cdm,,115,111,0,25,1,3,172,64,38,/playersAction/p255253_25.png?rd=202607310550
834255654,255654,P. 칼룰루,24UCL,cb,rb,,103,103,0,22,1,3,182,80,18,/playersAction/p255654_25.png?rd=202607310550
834255742,255742,R. 하타테,24UCL,cm,,,106,0,0,25,1,4,172,70,163,/playersAction/p255742_25.png?rd=202607310550
834256107,256107,A. 존스턴,24UCL,rb,,,105,0,0,24,1,3,180,77,70,/playersAction/p256107_25.png?rd=202607310550
834256115,256115,L. 사마르지치,24UCL,cam,,,109,0,0,26,2,3,184,79,51,/playersAction/p256115_25.png?rd=202607310550
834256196,256196,윌리안 파초,24UCL,cb,,,113,0,0,25,2,3,188,81,57,/playersAction/p256196_25.png?rd=202607310550
834256197,256197,P. 인카피에,24UCL,cb,lb,,109,108,0,25,2,2,184,77,57,/playersAction/p256197_25.png?rd=202607310550
834256261,256261,M. 티아우,24UCL,cb,,,106,0,0,25,1,4,194,89,21,/playersAction/p256261_25.png?rd=202607310550
834256630,256630,플로리안 비르츠,24UCL,cam,cf,,113,113,0,29,1,4,177,71,21,/playersAction/p256630_25.png?rd=202607310550
834256675,256675,오마르 마르무시,24UCL,st,,,96,0,0,20,1,3,183,81,111,/playersAction/p256675_25.png?rd=202607310550
834256790,256790,무시알라,24UCL,cam,,,114,0,0,28,1,5,184,72,21,/playersAction/p256790_25.png?rd=202607310540
834256853,256853,M. 틸만,24UCL,cam,lw,cm,113,112,111,28,1,3,187,71,95,/playersAction/p256853_25.png?rd=202607310550
834256948,256948,C. 졸리스,24UCL,lw,,,105,0,0,25,1,4,179,73,22,/playersAction/p256948_25.png?rd=202607310550
834257057,257057,아마두 오나나,24UCL,cdm,,,107,0,0,25,1,4,192,76,7,/playersAction/p257057_25.png?rd=202607310550
834257179,257179,곤살루 이나시우,24UCL,cb,,,108,0,0,25,2,2,185,81,38,/playersAction/p257179_25.png?rd=202607310540
834257186,257186,아르돈 야샤리,24UCL,cdm,,,104,0,0,24,2,3,181,82,47,/playersAction/p257186_25.png?rd=202607310550
834257711,257711,R. 칼라피오리,24UCL,lb,,,106,0,0,24,2,4,188,86,27,/playersAction/p257711_25.png?rd=202607310550
834258580,258580,K. 아크튀르콜루,24UCL,lw,cf,,108,108,0,25,1,3,173,68,48,/playersAction/p258580_25.png?rd=202607310550
834258966,258966,A. 캄비아소,24UCL,lb,rb,,104,104,0,23,2,5,182,77,27,/playersAction/p258966_25.png?rd=202607310550
834259480,259480,I. 사이바리,24UCL,cam,cm,,106,102,0,25,1,5,185,81,129,/playersAction/p259480_25.png?rd=202607310550
834259584,259584,M. 루제리,24UCL,lwb,,,104,0,0,22,2,3,187,79,27,/playersAction/p259584_25.png?rd=202607310550
834259816,259816,A. 시마,24UCL,lw,st,,107,107,0,25,1,4,188,74,136,/playersAction/p259816_25.png?rd=202607310550
834260247,260247,모건 로저스,24UCL,cam,lm,,111,111,0,27,1,5,188,80,14,/playersAction/p260247_25.png?rd=202607310550
834260697,260697,이사크 히엔,24UCL,cb,,,106,0,0,25,1,3,191,90,46,/playersAction/p260697_25.png?rd=202607310550
834261050,261050,프란시스쿠 콘세이상,24UCL,rw,,,110,0,0,26,2,3,168,61,38,/playersAction/p261050_25.png?rd=202607310550
834261224,261224,우고 부에노,24UCL,lb,,,105,0,0,24,2,2,180,73,45,/playersAction/p261224_25.png?rd=202607310550
834261495,261495,S. 쿨리발리,24UCL,cb,,,106,0,0,25,2,3,191,73,18,/playersAction/p261495_25.png?rd=202607310550
834262344,262344,J. 르카르디날,24UCL,cb,rb,,107,105,0,25,1,2,184,74,18,/playersAction/p262344_25.png?rd=202607310550
834262642,262642,제키 암두니,24UCL,st,cam,,102,99,0,23,1,4,185,79,47,/players/p262642.png?rd=202607310550
834262880,262880,R. 오니에디카,24UCL,cdm,,,99,0,0,21,1,3,184,79,133,/playersAction/p262880_25.png?rd=202607310550
834263578,263578,발데,24UCL,lb,,,106,0,0,23,2,4,175,69,45,/playersAction/p263578_25.png?rd=202607310540
834263640,263640,A. 밀람보,24UCL,cam,cm,lm,107,105,106,25,1,3,179,68,34,/playersAction/p263640_25.png?rd=202607310550
834263781,263781,반데르송,24UCL,rb,lb,,108,108,0,25,1,3,173,74,54,/playersAction/p263781_25.png?rd=202607310540
834264298,264298,C. 브래들리,24UCL,rb,,,101,0,0,22,1,3,181,71,35,/playersAction/p264298_25.png?rd=202607310550
834264309,264309,아르다 귈레르,24UCL,rw,cam,,95,95,0,19,2,3,175,70,48,/playersAction/p264309_25.png?rd=202607310550
834264652,264652,B. 바르콜라,24UCL,lw,st,,111,107,0,24,1,3,186,70,18,/playersAction/p264652_25.png?rd=202607310550
834264699,264699,K. 아슬라니,24UCL,cdm,,,97,0,0,20,1,4,179,70,1,/playersAction/p264699_25.png?rd=202607310540
834264862,264862,M. 아킬로셰,24UCL,rw,rm,,109,109,0,26,2,3,183,63,18,/playersAction/p264862_25.png?rd=202607310540
834265450,265450,J. 바카요코,24UCL,rw,,,111,0,0,27,2,3,179,70,7,/playersAction/p265450_25.png?rd=202607310550
834265693,265693,J. 키비오르,24UCL,cb,lb,,102,99,0,23,2,3,189,75,37,/playersAction/p265693_25.png?rd=202607310550
834265800,265800,페란 주트글라,24UCL,st,,,97,0,0,22,1,3,175,67,45,/playersAction/p265800_25.png?rd=202607310550
834266032,266032,제이미 기튼스,24UCL,lw,,,112,0,0,28,1,4,179,77,14,/playersAction/p266032_25.png?rd=202607310550
834266866,266866,에데르송,24UCL,cm,cdm,,105,104,0,23,1,3,182,86,54,/playersAction/p266866_25.png?rd=202607310550
834266872,266872,F. 가티,24UCL,cb,,,107,0,0,25,1,3,190,80,27,/playersAction/p266872_25.png?rd=202607310550
834267702,267702,K. 둠비아,24UCL,cam,lw,st,101,100,97,23,1,3,170,53,126,/playersAction/p267702_25.png?rd=202607310550
834268611,268611,J. 오르도녜즈,24UCL,cb,,,100,0,0,24,1,3,188,70,57,/playersAction/p268611_25.png?rd=202607310550
834268889,268889,알바로 카레라스,24UCL,lb,,,110,0,0,26,2,4,186,78,45,/playersAction/p268889_25.png?rd=202607310550
834269493,269493,알렉산드루 ,24UCL,cb,,,107,0,0,25,2,5,189,82,54,/playersAction/p269493_25.png?rd=202607310540
834270050,270050,미카 비에레트,24UCL,st,,,99,0,0,22,1,3,187,78,13,/playersAction/p270050_25.png?rd=202607310540
834270141,270141,F. 이스라엘,24UCL,gk,,,107,0,0,22,1,3,190,82,60,/playersAction/p270141_25.png?rd=202607310550
834270409,270409,사비뉴,24UCL,rw,lw,,108,108,0,26,2,2,176,71,54,/playersAction/p270409_25.png?rd=202607310550
834270531,270531,O. 디오만데,24UCL,cb,,,98,0,0,20,1,3,190,93,108,/playersAction/p270531_25.png?rd=202607310540
834270633,270633,R. 플라밍고,24UCL,cb,,,108,0,0,26,1,4,185,73,34,/playersAction/p270633_25.png?rd=202607310550
834271400,271400,이고르 파이샹,24UCL,lw,cf,,111,110,0,27,1,4,168,63,54,/playersAction/p271400_25.png?rd=202607310550
834271421,271421,D. 두에,24UCL,rw,lw,,109,109,0,22,1,3,181,79,18,/playersAction/p271421_25.png?rd=202607310550
834272449,272449,파블로 바리오스 ,24UCL,cm,,,105,0,0,25,1,3,181,75,45,/playersAction/p272449_25.png?rd=202607310550
834272505,272505,엔드리크 ,24UCL,st,,,95,0,0,20,2,3,173,66,54,/playersAction/p272505_25.png?rd=202607310550
834272600,272600,마르크 카사도,24UCL,cdm,,,111,0,0,27,1,4,172,66,45,/playersAction/p272600_25.png?rd=202607310540
834272781,272781,E. 벤세기르,24UCL,lw,cam,,100,100,0,22,1,3,178,72,129,/playersAction/p272781_25.png?rd=202607310550
834272834,272834,주앙 네베스,24UCL,cm,cdm,,114,113,0,24,1,3,174,66,38,/playersAction/p272834_25.png?rd=202607310550
834272874,272874,A. 엥얼스,24UCL,cm,,,105,0,0,25,1,3,185,78,7,/playersAction/p272874_25.png?rd=202607310550
834274447,274447,N. 무카우,24UCL,cdm,cm,cam,103,101,100,24,2,2,188,72,110,/playersAction/p274447_25.png?rd=202607310540
834275138,275138,라민 카마라,24UCL,cdm,cm,,103,103,0,23,1,3,173,65,136,/playersAction/p275138_25.png?rd=202607310550
834276048,276048,M. 페르난데스-파르도,24UCL,lw,rw,st,101,101,97,23,1,3,183,72,7,/playersAction/p276048_25.png?rd=202607310540
834277031,277031,A. 후사노프,24UCL,cb,,,95,0,0,19,1,3,186,84,191,/playersAction/p277031_25.png?rd=202607310540
834277179,277179,페르민 로페스 ,24UCL,cam,lw,,111,110,0,27,1,4,174,64,45,/playersAction/p277179_25.png?rd=202607310540
834277643,277643,라민 야말,24UCL,rw,,,116,0,0,27,2,3,180,72,45,/playersAction/p277643_25.png?rd=202607310550
834277954,277954,K. 일디즈,24UCL,lw,,,111,0,0,27,1,4,185,75,48,/playersAction/p277954_25.png?rd=202607310550
834278901,278901,A. 부아디,24UCL,cm,cb,,94,89,0,20,1,3,186,72,18,/playersAction/p278901_25.png?rd=202607310540
835005740,5740,야프 스탐,25HR,cb,,,113,0,0,28,1,3,191,91,34,/playersAction/p835005740.png?rd=202607310550
835009593,9593,구티,25HR,cam,lm,,113,113,0,29,2,4,182,78,45,/playersAction/p835009593.png?rd=202607310550
835013940,13940,얀 콜러,25HR,st,,,112,0,0,28,1,3,202,100,12,/playersAction/p835013940.png?rd=202607310550
835016254,16254,팀 하워드,25HR,gk,,,111,0,0,24,1,3,191,85,95,/playersAction/p835016254.png?rd=202607310550
835021146,21146,마이클 캐릭,25HR,cdm,cm,,113,112,0,28,1,4,188,74,14,/playersAction/p835021146.png?rd=202607310550
835028765,28765,제 호베르투,25HR,lm,,,114,0,0,28,2,3,172,68,54,/playersAction/p835028765.png?rd=202607310550
835047390,47390,지우베르투,25HR,cdm,,,113,0,0,28,1,4,185,74,54,/playersAction/p835047390.png?rd=202607310550
835135455,135455,마이콘,25HR,rb,,,115,0,0,28,1,4,184,77,54,/playersAction/p835135455.png?rd=202607310550
835137186,137186,안드레아 바르찰리,25HR,cb,,,112,0,0,28,1,3,187,87,27,/playersAction/p835137186.png?rd=202607310550
835138123,138123,에스테반 캄비아소,25HR,cdm,cm,,114,114,0,28,2,4,177,78,52,/playersAction/p835138123.png?rd=202607310550
835162895,162895,세스크 파브레가스,25HR,cm,,,115,0,0,29,1,4,179,76,45,/playersAction/p835162895.png?rd=202607310550
835168880,168880,모하메드 누르,25HR,cam,rm,,109,109,0,27,1,4,186,76,183,/playersAction/p835168880.png?rd=202607310550
835170733,170733,제르비뉴,25HR,lw,rw,,111,111,0,27,1,3,179,68,108,/playersAction/p835170733.png?rd=202607310550
835170890,170890,블레즈 마튀이디,25HR,cm,cdm,,113,113,0,28,2,3,180,75,18,/playersAction/p835170890.png?rd=202607310550
835171877,171877,마레크 함시크,25HR,cam,cm,,114,114,0,29,1,5,183,73,43,/playersAction/p835171877.png?rd=202607310550
